;user_id;actual;als_5;own_5;sim_user_5;sim_item_5
929;1296;"[ 1030182  6423911  6632779 13115579   935578  1016800  7467039   884145
   999999  1063578]";[935578, 832678, 944534, 854133, 844818];[935578, 1084211, 932420, 9526628, 7467039];[9297574, 894360, 8357825, 1014732, 1072917];[1051718, 6464208, 1074754, 1138024, 1105488]
930;1297;"[  999999  1026118  1053628  9337808   870515 15715889   970747  1070803
 10457518   931324   970202  1135476  7409969   956067  1081177  1117514]";[1026118, 970160, 930118, 878996, 1127179];[867138, 870515, 970160, 5565151, 896666];[9420183, 939789, 856942, 920025, 932949];[1095944, 919681, 979707, 825994, 1137688]
931;1298;"[  944139  1018740  1021116  9416729   999999   865511   915459  1100872
  5568789  7025326 10281773 12132312 15592590 15597022  1075232 10149640]";[1029743, 1038663, 5569230, 5587656, 1060872];[1040416, 9832628, 1120009, 972657, 9527417];[6463900, 12523928, 871563, 1055403, 922847];[1075368, 1074754, 952163, 875306, 9832529]
932;1299;"[  863407   999999  1103147   820321   834117   839419   843929   848029
   850133   884020  1104831  1132231  5569230  8090521  9553340 12810391
 12987861 17104780]";[948670, 1029743, 820612, 924004, 8090541];[843929, 6534201, 8020205, 5567325, 1043663];[1090884, 856818, 942045, 8358933, 1036486];[889863, 913210, 8090537, 907625, 834117]
933;1300;"[  999999   829323   857503   884677   903325   944137   978129  1001412
  1008714  1118235  7138232  7409941  7409969  7410168  9878740 12946027
 13115898  1029272  9297463 17290823   853448   883003   961631  1065903
   885023   826004   866211   892862   904435   959638  1055504  1071342
  1104343  1117514  1135476  1137688  5567901  9245108 14025166]";[916122, 899624, 5585701, 1123496, 880228];[853448, 943349, 9245108, 1135219, 1123106];[967144, 911017, 977780, 870804, 1117219];[1044078, 901062, 1105488, 978332, 971922]
934;1303;"[  832768   999999   875118   896862   906844   906883   951412   957013
   959272   976199   989069   997309  1029743  1123254  1133254  1138854
  9245098  9527187 13945181 14106445]";[916122, 1058404, 883202, 844697, 1134483];[1118946, 9837092, 8090539, 872826, 906844];[1131634, 826239, 1027372, 1072693, 1079528];[1074754, 8090537, 5995202, 848319, 863030]
935;1304;[  931324 15926725   999999];[835300, 895166, 819308, 1068292, 13002975];[1118623, 1126808, 1129609, 9420354, 6772950];[6034577, 1055403, 849297, 1088771, 896757];[1044078, 896613, 1058185, 1074754, 841220]
936;1305;"[ 906838 1051323  896958  921763 1069538 1106523  820347  869322 1103808
  849870 5568995 5569230 5570048]";[1106523, 1043663, 1044188, 8090521, 8090537];[1112242, 1069538, 7152889, 1104349, 939681];[5574358, 1080677, 1055044, 8358933, 1057168];[1044078, 1021116, 7152889, 5565392, 5569845]
937;1306;"[  956486  1009770  1068719  1096635 12731466  7166861   835296   851146
   870515   872066   897954   930009   999999   939527   992077  1131321
  5564303  5574409  6034648  6034857  6533333  6602697  8293385  8354560
  8354562  9836460  9837092 10457518 12385589 12810393 15926775 17214320
 17249096  1072438   983016  1127758  1075214  1058754   844179   892531
  1123022]";[910673, 1027068, 1025611, 1106523, 871756];[1101932, 1116385, 936792, 1039627, 1036699];[856818, 864279, 848107, 871514, 911017];[865456, 1074754, 12301109, 5996054, 1038663]
938;1307;[  999999  1006483  5569230 17214733 18104617   863493  9187298];[930118, 1026118, 968695, 867138, 970160];[9297574, 6514287, 10198378, 1096228, 990869];[843111, 932949, 1032703, 855202, 8067128];[993638, 1080853, 1034028, 903800, 9297062]
939;1310;[5585510  985999 1135476];[8273950, 9296853, 12326050, 8276172, 7166845];[1028938, 9296855, 1082990, 5567582, 9655528];[833598, 894360, 1058709, 854133, 1076580];[985999, 5575888, 999999, 9553065, 1040807]
940;1312;"[  854852   879752   937358   941307   999999  1047619  1069535  1103618
  6039687  6533717  8353115  9420048  9803810 15625746 15830972 16100266]";[1029743, 916122, 866211, 5569230, 6534035];[911974, 12808385, 8119101, 1027835, 1045586];[12523928, 6514011, 6552318, 1042571, 894570];[1029743, 1074754, 1030182, 860703, 1027168]
941;1313;[ 999999  949151 1013407 1029743 1137346 6979803];[1013597, 1070782, 1046587, 1096458, 919766];[7160764, 919963, 9553335, 9553382, 9803545];[896666, 6533236, 1027372, 9652066, 920025];[998352, 1036249, 1038684, 836924, 12811532]
942;1314;"[ 1102416   999999   849066  9673969 16769802  6534077 15831034   862671
   911974   976199  1029743  7442056  9859060 15596018  1048507  9803207]";[1034956, 1038985, 1028422, 6442594, 916122];[1057168, 1102416, 963365, 1048373, 1015280];[1012801, 852014, 948239, 902377, 1049922];[1074754, 1029252, 854716, 9244977, 1100096]
943;1316;[1005991  999999 9704731];[1029743, 1106523, 5568378, 899624, 990797];[1138631, 865233, 1060312, 864335, 871337];[923169, 1091926, 908314, 10284929, 1118623];[853037, 1074754, 1106271, 823721, 907631]
944;1317;[1138292  999999  827667  916143];[8090521, 845774, 983584, 7025203, 1137346];[1138292, 1016298, 5568489, 923314, 891505];[870559, 1095964, 1117219, 1048445, 8358933];[1103476, 1074754, 9526411, 1079878, 5568378]
945;1318;"[  904241   999999  1017471  1027168  1094223  1110624  9297251 12524086
 12525302   842477   925862   999391  1046816  1107749 14025678 16729415
   836703   844282   852235   927695   951169  1007752  1051211]";[872137, 907099, 1110031, 1102067, 1115576];[904241, 947427, 941368, 820486, 849466];[1048373, 1102416, 9297574, 6464027, 1075368];[1026984, 1119112, 972657, 6463877, 990335]
946;1319;[8090440  862853  913658  999999 1056620 6464086];[831628, 878996, 902037, 981165, 883940];[897671, 894360, 1056933, 981165, 1092264];[10198378, 8090653, 898121, 9859017, 1091090];[902037, 985999, 902037, 1074754, 9487682]
947;1321;"[  999999 13380863   895166  1106523   989069  5574409  1016260  1100533
  1135476   947858  1102358  1113780  1124695   883068]";[1044078, 1128240, 1106523, 12810393, 905087];[953539, 9803545, 1016800, 1040346, 1045228];[1070129, 10285022, 1103898, 1031419, 833241];[1044078, 926905, 1135476, 1122358, 1016800]
948;1325;"[  848945   999999  8203686  1057365  1138423   903325 16100266   841309
   890423 13007355]";[951412, 1097418, 976199, 14106445, 8203720];[1080888, 890423, 948640, 8203757, 1116050];[961447, 839605, 9802981, 9396822, 5581910];[1105488, 991223, 13071901, 999999, 824758]
949;1326;"[  999999  1029743 13115898   893018  1122878   922415   983584   899624
   937413 10309218   878996 12302069   903325  1081177 12523759 13095061
   928833   940090]";[1044078, 1106523, 8090537, 8090521, 1029743];[1056212, 9575582, 858999, 1063739, 5566800];[939789, 1132956, 1138596, 1135983, 872826];[1074754, 1001475, 1046545, 826690, 1122358]
950;1328;"[  875089 12427353 15778315   824180   999999   926959   933835   944534
   949965   955914   969866   999270   999779  1029743  1068719  9837100
   826666   836445   851716   861021  1000753  1006664  1075765  1104649
  1134882  9487384  9884675 12731714 12757316   832678   837270   864805
   905636   996892  1004906  1027068  1106523  6602440  8090521  5568197
 15596705]";[910673, 836445, 1025611, 972143, 1127758];[875089, 922561, 944172, 918046, 1075765];[1080888, 8020166, 856818, 1021416, 984957];[6396492, 1074754, 1040807, 1038663, 895930]
951;1329;[16766191];[12731714, 6424471, 1131607, 832442, 1135834];[979674, 1117219, 1129982, 1053329, 1044487];[12484491, 5981267, 6391080, 1057168, 1114811];[1014509, 12301109, 862799, 6424471, 9553382]
952;1330;[  819978   921504  1042616  1131321  5592261 18003264  5568800];[5569230, 1043751, 1099164, 953539, 5569845];[6633167, 880888, 1112766, 1036409, 979674];[10341855, 1037135, 866548, 825317, 1080888];[953539, 1044078, 5569845, 1029688, 1040807]
953;1331;[999999];[1031316, 1134296, 1048373, 940996, 1124520];[1057168, 1031316, 1048373, 963686, 916143];[997987, 7410336, 1068957, 879280, 9676944];[1029252, 1074754, 1118264, 959345, 1102416]
954;1332;[13510889   999999  1131384];[1026118, 1112205, 13506119, 1125278, 904148];[1129912, 1112205, 6979049, 997309, 5571261];[874563, 9392953, 1112242, 837495, 944141];[979707, 5565151, 897954, 848319, 1062128]
955;1333;"[  826816   827332   843891   888586   912704   948670   990797  1009977
  1053988  1087605  1118479  1126899  1128016  1132231  6554307  6704192
 13008065 13841744 17249899   882604   893018  5568729   999999 15595979
   843418   878996   879699   908064   943169   990688  1022299  1051211
  1083219  7168759 13417761 15452734 15596443 17973821]";[896027, 1117556, 7025250, 9483753, 916122];[888586, 1053988, 5995603, 843418, 13008065];[1112242, 1069039, 1131169, 6704415, 1096563];[942778, 962266, 830526, 892531, 1127831]
956;1334;[ 999999 1038663 5585510  866211];[1044078, 5569327, 8090537, 977798, 8090521];[969945, 1054185, 9527417, 852015, 872826];[1045478, 1052294, 1057749, 1132956, 1129805];[1038692, 5568378, 950202, 861279, 8090521]
957;1335;[  831728   999999   947326  1009187  1123035  5568758  9836386 13213453];[1027372, 9297474, 5569993, 7168759, 990688];[1129174, 851146, 12782182, 836286, 6552318];[1061982, 1065259, 1016785, 1131169, 878715];[1029894, 851146, 878996, 12781828, 8090556]
958;1336;"[  935993  5585701  8091550  8291322 12384775 12386122   858373   859154
   882247   886996   907631   934639   937686   948650   961631   983897
   995896  5565802  6391557  6463826  9523058  9881592 12810393   872762
   916122  1018740   844179   901367   912902  1100872   830156  1123842
  5569230]";[1043751, 1018740, 885863, 883003, 1028995];[9396822, 6552318, 1139569, 1100273, 935993];[967994, 997025, 871722, 951727, 1057168];[985999, 866755, 1138443, 1138443, 1016800]
959;1337;"[ 951561 1029743 1104195  999999 1073902 6443332 6513604 9527159  923670
 7410361 1092588  821209  897007]";[12755327, 7442180, 12757065, 1014458, 1071336];[1024065, 923670, 892728, 924667, 964717];[826239, 8019649, 9419487, 1118946, 825882];[5582712, 5569845, 1059153, 1074754, 15831255]
960;1338;"[  841220  1098284  1138353  1050851  1106523  1037337   935993  5981074
 12810418   874972  8357613   999999   896611]";[1044078, 1128240, 1106523, 844179, 831628];[842392, 1098284, 918046, 1069538, 922847];[958067, 955275, 833241, 831888, 1057168];[852080, 1044078, 12301100, 937292, 972416]
961;1340;[ 912987  819255  834117  948650  960744 1097418  999999];[1053022, 8090536, 825703, 9419888, 1003649];[1117219, 902377, 1024032, 8090956, 948381];[9553193, 911974, 1131634, 861494, 12808385];[1004906, 1059922, 15452705, 820341, 844179]
962;1342;[852080 949294];[5591939, 852080, 1102845, 1072693, 1126045];[936914, 898363, 5591939, 1071336, 1102845];[12352364, 7024847, 5586727, 7443137, 1036486];[852080, 948832, 993638, 1105488, 6463877]
963;1343;"[  825994   829685   896613   961447  1025581  1139216 18006037  1119784
 18006036]";[1070702, 1000753, 1034956, 12262978, 1010950];[964221, 6533681, 5568445, 891463, 9296853];[9553382, 7169088, 6552318, 864335, 933918];[835530, 12263692, 1093413, 5574409, 1002771]
964;1344;"[  999999   896516  1008288  1018780  1087614  1137273  1138858 12132277
 12171387 12185235 15686676 16729415]";[874972, 844179, 933835, 1008288, 5569230];[1008288, 7168057, 902811, 1098435, 8293426];[9297062, 891415, 1089568, 1044153, 9338009];[1074754, 9677149, 1127825, 5568197, 8090537]
965;1346;[1108894  999999  752338  766619  538820];[6533936, 5569374, 5569309, 6534030, 8293439];[1135983, 5569309, 1129982, 5574377, 5569993];[7410320, 869835, 1011427, 6391080, 1057168];[906923, 5574377, 6424471, 9802981, 903443]
966;1347;"[ 1029743  1118891  7152455   888476   994685 10456405   999999   849202
  1086784  1102139  1114907   917384 15778434]";[1043663, 983659, 8090509, 1069538, 8090521];[984680, 825317, 820612, 852015, 982469];[894360, 852015, 1080888, 5571781, 1055044];[1120970, 12384629, 1029688, 1125077, 1074754]
967;1350;[12731432   940023  7025517];[836445, 972143, 1127758, 1025611, 910673];[908314, 988697, 919534, 861184, 871633];[1057168, 901976, 1026209, 998519, 891632];[871337, 1074754, 1038663, 1000753, 846823]
968;1352;[  999999  1077512  1117899  1107749  7025044 12301109   871722];[872137, 936355, 973002, 999391, 1110031];[871722, 1116050, 823099, 915493, 1133654];[1138292, 957080, 1102416, 6391557, 1135253];[976214, 850004, 8203351, 1034028, 9707340]
969;1353;"[  862981  1044078  5568729  9859133 12130522 12262830   999999   823194
   940947  1050851  1092588  6979545  8090521   823704   831763   844179
  7410320  8090537 15596303 15972074   976199]";[844179, 999858, 1043751, 1070702, 12301405];[886996, 824796, 1031316, 894360, 935993];[847434, 1129174, 5571178, 951727, 1057168];[8090521, 946839, 1137346, 8090537, 855817]
970;1354;"[  834491   873085 12301109  1096603 13190613 15596872   993638   998444
   999999  9527159 10285373]";[1029743, 9526628, 844179, 944534, 1038692];[894360, 1115800, 1126045, 1081533, 941754];[10457518, 1132956, 1090884, 918046, 7410336];[906923, 907631, 6602440, 1088683, 1105488]
971;1355;"[ 5571176  9835619   909256   999999   894780   926905  1009368  1068719
  5587623  6553398  8118675  9242397  9487414  9527603  9707461 12262778
 12263692 13071901 15830882]";[857215, 896613, 831517, 871611, 12810391];[831517, 857215, 1075214, 1022254, 5707857];[997423, 9392700, 897671, 7147145, 820923];[895166, 12810391, 16100266, 834826, 1029743]
972;1356;"[  920456   824305   831628   832001   854852   946839   999999   961447
   993768  1004385  1009368  1070702  1071976  1090507  1102829  1110743
  8091601  8119101 12781558 15778289  1044724]";[1041688, 958676, 951727, 8019562, 925766];[951727, 830202, 8019562, 1004385, 989275];[862535, 875089, 1133654, 8090653, 9527417];[948200, 1084796, 901062, 1050851, 5569845]
973;1358;[1029743  999999 8090509 8090521 8090537];[1029743, 992151, 5585510, 922636, 969945];[10198378, 6039994, 825317, 1116253, 1051718];[970160, 958023, 1057168, 1132956, 961730];[1074754, 1044078, 5569845, 8090521, 9526411]
974;1359;"[ 835618  893018  906625  916578  995816 1001412 1044078  999999  913790
  995916 5592261]";[916122, 12262830, 1046756, 959737, 12757653];[835499, 1129049, 908843, 999625, 989409];[1090587, 841365, 842423, 1074040, 1104349];[880888, 16100266, 972219, 985999, 1122358]
975;1360;[  999999  1010259 15717074];[1087411, 1089986, 6533368, 889223, 12427353];[1087411, 1076954, 1089986, 5996054, 949257];[847962, 1134296, 1037840, 963194, 837495];[7431134, 6424465, 9837076, 5996054, 960791]
976;1361;[999999];[9333437, 5582712, 9487534, 8119004, 5566309];[1131634, 855454, 8019186, 5567057, 1110624];[937110, 10198378, 820486, 1114811, 1074040];[13039578, 1105488, 874972, 1127831, 904777]
977;1362;[ 992077 7169088  944376 1024306];[7169088, 921406, 921438, 1097350, 1131506];[7169088, 1097350, 921406, 9653535, 1065017];[1058709, 1114653, 5569074, 1028422, 918046];[5568445, 878285, 1065017, 1085435, 1105488]
978;1363;"[  823990   999999   835098   844179   862010   866211   869047   904105
   916122   920626   933835   938300   939546   951412   954495  1013531
  1016260  1025581  1034956  1048237  1051283  1131321  1135476  5569845
  7168995  8019273 12810393 13190240 13842089  1029252   945662  1097280
  1138443  1028422  1042438  7168026 13653499]";[1109249, 1054567, 874972, 902172, 941295];[1034956, 862010, 12301338, 832768, 1102416];[1114811, 910151, 970160, 979674, 6443350];[1053530, 5569845, 1043787, 12301109, 1074754]
979;1364;"[  880150  1011888   999999   963683  1091158  1119860  1135834 18106229
  5569845  1029743  1044078 12731544]";[940947, 5582712, 1008074, 1094562, 967144];[1101378, 8090570, 857176, 1119667, 947013];[977927, 1013578, 908314, 1047525, 1094744];[1074754, 5592694, 922753, 12301109, 7135183]
980;1366;"[  999999   883616   922561   981103  1047619  1099089  1126899  6463729
 13039088   936270  5566800  6533333  7409970  8276172 13213480   964120
  1081177  1103147  8293447   888004   902037   951412  1038564  1044724
  1101010  1123959  1137688  6391557 12302069]";[5566800, 984575, 1068291, 898867, 907625];[5566800, 941515, 922561, 843339, 1068291];[1109680, 977927, 1083043, 5574377, 6773188];[939546, 819978, 895930, 937330, 9526448]
981;1367;"[  999999   833828   891752  1035321  1047076  1070820  1084929  1097280
  1135045 14077803   819978   823099   857503   867547   868161   885710
   891171   970866   995896  1018740  1068078  1090247  1093413  1103588
  1107159  1118614  1138854 12781924   834117   991268  1074333  1082814
  1131321  1136657  8090513  8090521  8090532  8090536  8090550  8090556
 10342009   940947   912004   989195  7168774 10344965 12524276  1105358
   972665  1137775   879280   894401   925863  1020623  1035691  5567702
  5570383 15452284   959316  9834000]";[8090536, 1051989, 912280, 8177622, 5569374];[8090550, 1116635, 9392700, 823099, 1028938];[5570590, 889551, 931579, 961889, 1118623];[942778, 1128163, 8090542, 8090521, 5568249]
